ZNF160,VPS4B
ZNF207,YEATS4
RNF114,ZBTB4
ZNF326,ZBTB46
ZNF385A,ZHX3
ZNF503,ZNF131
ZNF510,ZNF160
ZNF706,ZNF207
TFAP2D,RNF114
BRCA1,ZNF326
CREB3L2,ZNF385A
FUBP1,ZNF503
HAND1,ZNF510
HLTF,ZNF706
HOXC6,TFAP2D
ID4,BRCA1
NR1H2,CREB3L2
NR4A3,FUBP1
SMARCA1,HAND1
SMARCA5,HLTF
SOX1,HOXC6
TAF1,ID4
TLX1,NR1H2
HIVEP1,NR4A3
ZNF165,SMARCA1
NF1,SMARCA5
BNC2,SOX1
ZBED2,TAF1
NKX2-4,TLX1
ARID5A,HIVEP1
BCL3,ZNF165
CHD1,NF1
CHD2,BNC2
DBX2,ZBED2
DMC1,NKX2-4
EP300,ARID5A
EZH2,BCL3
GTF2F1,CHD1
HCFC1,CHD2
HLX,DBX2
HOXC5,DMC1
IRX4,EP300
IRX6,EZH2
MTA3,GTF2F1
NKX1-1,HCFC1
NKX1-2,HLX
NKX2-6,HOXC5
OTP,IRX4
PML,IRX6
RAD21,MTA3
RCOR1,NKX1-1
SIN3A,NKX1-2
SMARCC1,NKX2-6
SMARCC2,OTP
SMC3,PML
SP100,RAD21
TBL1XR1,RCOR1
WRNIP1,SIN3A
ZBTB3,SMARCC1
ZNF691,SMARCC2
TRAF4,SMC3
CPSF4,SP100
MYCLP1,TBL1XR1
TCF15,WRNIP1
TAF6,ZBTB3
GABPB1,ZNF691
ILF2,TRAF4
SIRT6,CPSF4
ING4,MYCLP1
CHURC1,TCF15
MXD1,TAF6
TAL2,GABPB1
RFXAP,ILF2
GTF2A2,SIRT6
GTF2A1,ING4
TFDP2,CHURC1
RB1,MXD1
SMAD7,TAL2
SMAD6,RFXAP
DEAF1,GTF2A2
ARNTL2,GTF2A1
TRIM28,TFDP2
PARP1,RB1
TERF1,SMAD7
CNOT3,SMAD6
DBX1,DEAF1
BRF1,ARNTL2
BDP1,TRIM28
POLR3A,PARP1
EWSR1,TERF1
CTNNB1,CNOT3
FOXN4,DBX1
BCLAF1,BRF1
CCNT2,BDP1
HDAC2,POLR3A
OVOL3,EWSR1
ZNF536,CTNNB1
ZBTB5,FOXN4
ZNF688,BCLAF1
TBX10,CCNT2
FOXD4L6,HDAC2
FOXE3,OVOL3
RLF,ZNF536
SP6,ZBTB5
ZNF746,ZNF688
FOXD4L5,TBX10
FOXD4L3,FOXD4L6
TBPL2,FOXE3
ZNF687,RLF
ZNF438,SP6
ZNF516,ZNF746
ZSCAN18,FOXD4L5
PRDM13,FOXD4L3
FOXD4L1,TBPL2
SALL1,ZNF687
ZBTB41,ZNF438
ZBTB1,ZNF516
ZSCAN5B,ZSCAN18
GTF2A1L,PRDM13
ZBTB8B,FOXD4L1
ZNF575,SALL1
ZNF280B,ZBTB41
ZBTB34,ZBTB1
IKZF4,ZSCAN5B
AEBP2,GTF2A1L
ZNF772,ZBTB8B
ZSCAN25,ZNF575
FIZ1,ZNF280B
ZNF215,ZBTB34
SALL3,IKZF4
ZNF500,AEBP2
ZFY,ZNF772
ZBTB24,ZSCAN25
ZNF853,FIZ1
ZSCAN20,ZNF215
ZNF80,SALL3
ZNF20,ZNF500
ZNF630,ZFY
ZNF699,ZBTB24
ZNF470,ZNF853
ZNF57,ZSCAN20
ZXDC,ZNF80
ZNF648,ZNF20
ZNF544,ZNF630
ZNF546,ZNF699
ZNF517,ZNF470
ZFP2,ZNF57
ZNF572,ZXDC
ZNF66,ZNF648
ZNF689,ZNF544
ZNF837,ZNF546
ZNF710,ZNF517
ZNF625,ZFP2
ZNF491,ZNF572
ZNF709,ZNF66
ZNF526,ZNF689
ZNF676,ZNF837
ZNF556,ZNF710
ZNF408,ZNF625
ZNF700,ZNF491
ZNF286A,ZNF709
ZNF471,ZNF526
ZFP30,ZNF676
ZNF230,ZNF556
ZNF233,ZNF408
ZNF275,ZNF700
ZNF729,ZNF286A
ZSCAN32,ZNF471
ZNF195,ZFP30
ZNF814,ZNF230
ZNF878,ZNF233
ZNF726,ZNF275
ZNF208,ZNF729
ZNF732,ZSCAN32
ZNF99,ZNF195
ZNF253,ZNF814
ZNF623,ZNF878
ZNF14,ZNF726
ZNF705D,ZNF208
ZNF43,ZNF732
ZNF92,ZNF99
ZNF117,ZNF253
ZNF138,ZNF623
ZNF91,ZNF14
ZXDA,ZNF705D
ZNF155,ZNF43
ZNF234,ZNF92
ZNF844,ZNF117
ZNF763,ZNF138
ZNF569,ZNF91
ZNF404,ZXDA
ZNF678,ZNF155
ZNF829,ZNF234
ZNF672,ZNF844
ZNF568,ZNF763
ZNF841,ZNF569
ZNF813,ZNF404
ZNF836,ZNF678
ZNF705A,ZNF829
ZNF773,ZNF672
ZNF551,ZNF568
ZSCAN2,ZNF841
ZNF227,ZNF813
ZNF497,ZNF836
ZNF493,ZNF705A
ZNF679,ZNF773
ZNF683,ZNF551
ZFP62,ZSCAN2
ZNF721,ZNF227
ZNF461,ZNF497
ZNF397,ZNF493
ZNF420,ZNF679
ZNF578,ZNF683
ZNF775,ZFP62
ZNF845,ZNF721
ZNF560,ZNF461
ZNF606,ZNF397
ZNF668,ZNF420
ZKSCAN4,ZNF578
ZNF514,ZNF775
ZNF696,ZNF845
ZNF607,ZNF560
ZNF599,ZNF606
ZNF559,ZNF668
ZNF251,ZKSCAN4
ZNF583,ZNF514
ZNF665,ZNF696
ZNF670,ZNF607
ZNF358,ZNF599
ZNF319,ZNF559
ZNF70,ZNF251
ZNF226,ZNF583
ZNF624,ZNF665
PRDM5,ZNF670
ZNF112,ZNF358
ZNF780B,ZNF319
ZBTB47,ZNF70
ZBTB39,ZNF226
ZNF646,ZNF624
ZNF835,PRDM5
ZNF107,ZNF112
ZNF391,ZNF780B
ZSCAN12,ZBTB47
ZFPM1,ZBTB39
PEG3,ZNF646
ZBTB38,ZNF835
ZNF367,ZNF107
ZNF256,ZNF391
HDAC1,ZSCAN12
APEX1,ZFPM1
CTBP1,PEG3
BANP,ZBTB38
CRTC2,ZNF367
NONO,ZNF256
SFPQ,HDAC1
ABL1,APEX1
HELT,CTBP1
DIDO1,BANP
HNRNPUL1,CRTC2
DPF2,NONO
NCOA2,SFPQ
ILF3,ABL1
RHOXF2B,HELT
AHDC1,DIDO1
HMGXB3,HNRNPUL1
LCOR,DPF2
MLLT10,NCOA2
SATB2,ILF3
GPBP1L1,RHOXF2B
ZNF280D,AHDC1
ZNF142,HMGXB3
ZNF462,LCOR
ZNF576,MLLT10
ATF7-NPFF,SATB2
NANOGP8,GPBP1L1
MBTPS2,ZNF280D
CIC,ZNF142
SETBP1,ZNF462
FOXL3,ZNF576
SEBOX,ATF7-NPFF
DMRTB1,NANOGP8
RFX6,MBTPS2
TAF1L,CIC
TWIST2,SETBP1
FREM1,FOXL3
ARID3B,SEBOX
RBPJL,DMRTB1
CREBL2,RFX6
FOXB2,TAF1L
FOXD4,TWIST2
SP140,FREM1
CPHXL,ARID3B
AHCTF1,RBPJL
DNAJC21,CREBL2
MYPOP,FOXB2
PRDM11,FOXD4
PHF21A,SP140
CCDC169-SOHLH2,CPHXL
MLXIP,AHCTF1
CREBZF,DNAJC21
TERF2,MYPOP
SP110,PRDM11
NFX1,PHF21A
ASH2L,CCDC169-SOHLH2
METTL14,MLXIP
VPS72,CREBZF
CERS6,TERF2
CERS3,SP110
CERS5,NFX1
CERS2,ASH2L
PRDM7,METTL14
HIF3A,VPS72
BNC1,CERS6
FANK1,CERS3
IL21,CERS5
ZNF622,CERS2
NPAS4,PRDM7
ZBED6,HIF3A
TMEM33,BNC1
ACAA1,FANK1
ZNF800,IL21
ADNP2,ZNF622
ZNF414,NPAS4
ZFP91-CNTF,ZBED6
ZNF587B,TMEM33
ZNF451,ACAA1
ZNF532,ZNF800
LDB1,ADNP2
LMO2,ZNF414
YOD1,ZFP91-CNTF
METTL3,ZNF587B
A1CF,ZNF451
ABCF2,ZNF532
ACO1,LDB1
ADARB1,LMO2
AGAP2,YOD1
AGGF1,METTL3
AGMAT,A1CF
AHRR,ABCF2
AKR1A1,ACO1
ANXA1,ADARB1
ANXA11,AGAP2
APEX2,AGGF1
ARFGAP1,AGMAT
ARG1,AHRR
ARG2,AKR1A1
ARID3C,ANXA1
ASAP3,ANXA11
ASPSCR1,APEX2
ATOH8,ARFGAP1
AVEN,ARG1
BAX,ARG2
BOLL,ARID3C
BORCS8-MEF2B,ASAP3
BRF2,ASPSCR1
C19orf25,ATOH8
CANX,AVEN
CAT,BAX
CBX7,BOLL
CCDC25,BORCS8-MEF2B
CD59,BRF2
CDK2AP1,C19orf25
CELF4,CANX
CELF5,CAT
CELF6,CBX7
CFL2,CCDC25
CKMT1B,CD59
CLK1,CDK2AP1
CNOT4,CELF4
CPTP,CELF5
CSNK2B,CELF6
CSTF2,CFL2
CYB5R1,CKMT1B
CYCS,CLK1
DAB2,CNOT4
DAZAP1,CPTP
DDX4,CSNK2B
DDX43,CSTF2
DDX53,CYB5R1
DGCR8,CYCS
DHX36,DAB2
DIABLO,DAZAP1
DIS3,DDX4
DMAP1,DDX43
DNMT3A,DDX53
DR1,DGCR8
DTL,DHX36
DUS3L,DIABLO
DUSP22,DIS3
DUSP26,DMAP1
ECSIT,DNMT3A
EDN1,DR1
EEF1D,DTL
EIF5A2,DUS3L
ESRP1,DUSP22
ESRP2,DUSP26
ETFB,ECSIT
EXO5,EDN1
EXOSC3,EEF1D
EZR,EIF5A2
FAAP24,ESRP1
FAM127B,ESRP2
FBXL19,ETFB
FEZ1,EXO5
FGF19,EXOSC3
FIP1L1,EZR
FOXS1,FAAP24
GADD45A,FAM127B
GAR1,FBXL19
GIT2,FEZ1
GLYCTK,FGF19
GOT1,FIP1L1
GPAM,FOXS1
GPANK1,GADD45A
GPD1,GAR1
GRHL3,GIT2
GRHPR,GLYCTK
GTPBP1,GOT1
GTPBP6,GPAM
H1FX,GPANK1
H2AFY,GPD1
H2AFZ,GRHL3
HADHB,GRHPR
HDAC3,GTPBP1
HES4,GTPBP6
HEYL,H1FX
HHAT,H2AFY
HIRIP3,H2AFZ
HIST1H2BN,HADHB
HIST2H2AB,HDAC3
HIST2H2BE,HES4
HIVEP3,HEYL
HKR1,HHAT
HLCS,HIRIP3
HMGB1,HIST1H2BN
HMGB2,HIST2H2AB
HMGB3,HIST2H2BE
HMGB4,HIVEP3
HNRNPA0,HKR1
HNRNPA1,HLCS
HNRNPC,HMGB1
HNRNPH3,HMGB2
HNRNPLL,HMGB3
HP1BP3,HMGB4
HSPA1L,HNRNPA0
HSPA5,HNRNPA1
HUNK,HNRNPC
ID1,HNRNPH3
IL24,HNRNPLL
ING3,HP1BP3
IVD,HSPA1L
JAZF1,HSPA5
JRK,HUNK
JRKL,ID1
KCNIP1,IL24
KDM2A,ING3
KDM4A,IVD
KDM4B,JAZF1
KDM4C,JRK
KDM4D,JRKL
KDM4E,KCNIP1
KDM5D,KDM2A
KDM7A,KDM4A
KIAA0907,KDM4B
KIF22,KDM4C
KLF18,KDM4D
KLRG1,KDM4E
LARP4,KDM5D
LAS1L,KDM7A
LIN28A,KIAA0907
LRRFIP1,KIF22
LSM6,KLF18
LUZP1,KLRG1
LUZP2,LARP4
MAGEA8,LAS1L
MAGOH,LIN28A
MAP4K2,LRRFIP1
MAPK1,LSM6
MCTP2,LUZP1
MDM2,LUZP2
MELK,MAGEA8
METTL21B,MAGOH
MEX3C,MAP4K2
MIEF1,MAPK1
MIOS,MCTP2
MKX,MDM2
MORN1,MELK
MRPL1,METTL21B
MRPL2,MEX3C
MRPS25,MIEF1
MSI1,MIOS
MSI2,MKX
MSRA,MORN1
MSRB3,MRPL1
MTHFD1,MRPL2
MYCL,MRPS25
MYLK,MSI1
NAGS,MSI2
NANOS1,MSRA
NAP1L1,MSRB3
NCBP2,MTHFD1
NCOR1,MYCL
NCOR2,MYLK
NELFA,NAGS
NEUROG3,NANOS1
NMI,NAP1L1
NNT,NCBP2
NOC2L,NCOR1
NPDC1,NCOR2
NUP107,NELFA
NUP133,NEUROG3
NXPH3,NMI
ODC1,NNT
P4HB,NOC2L
PCK2,NPDC1
PDE6H,NUP107
PDS5A,NUP133
PGAM2,NXPH3
PHF12,ODC1
PHF2,P4HB
PHF8,PCK2
PHLDA2,PDE6H
PICK1,PDS5A
PIK3C3,PGAM2
PKM,PHF12
PLG,PHF2
POLD2,PHF8
POLE3,PHLDA2
POLE4,PICK1
POLI,PIK3C3
POLR2A,PKM
POLR3G,PLG
PPARGC1A,POLD2
PPP1R10,POLE3
PPP2R3B,POLE4
PPP5C,POLI
PRDX5,POLR2A
PRKAA1,POLR3G
PRKAA2,PPARGC1A
PRNP,PPP1R10
PROX2,PPP2R3B
PSMA6,PPP5C
PSMC2,PRDX5
PSMD12,PRKAA1
PTCD1,PRKAA2
PTPMT1,PRNP
PUM3,PROX2
R3HDM2,PSMA6
RAB14,PSMC2
RAB2A,PSMD12
RAB7A,PTCD1
RBBP9,PTPMT1
RBM17,PUM3
RBM22,R3HDM2
RBM3,RAB14
RBM42,RAB2A
RBM7,RAB7A
RBM8A,RBBP9
RBMS1,RBM17
RFC2,RBM22
RFC3,RBM3
RFX8,RBM42
RIOK2,RBM7
RNASEH2C,RBM8A
RNF138,RBMS1
RPL35,RFC2
RPL6,RFC3
RPP25,RFX8
RPS10,RIOK2
RPS4X,RNASEH2C
RPS6KA5,RNF138
RUFY3,RPL35
RUVBL1,RPL6
SCAND1,RPP25
SCX,RPS10
SF3B1,RPS4X
SFT2D1,RPS6KA5
SIM1,RUFY3
SIM2,RUVBL1
SLC18A1,SCAND1
SMAP2,SCX
SMPX,SF3B1
SMUG1,SFT2D1
SNRNP70,SIM1
SNRPB2,SIM2
SOCS4,SLC18A1
SOD1,SMAP2
SPAG7,SMPX
SPATS2,SMUG1
SPR,SNRNP70
SRBD1,SNRPB2
SRP9,SOCS4
SRRM3,SOD1
SSRP1,SPAG7
STAU2,SPATS2
STK40,SPR
STUB1,SRBD1
SUCLG1,SRP9
T,SRRM3
TAF7,SSRP1
TAGLN2,STAU2
TCEAL6,STK40
TCF23,STUB1
TCF24,SUCLG1
TFDP3,T
TFF3,TAF7
THOC2,TAGLN2
TIA1,TCEAL6
TIGD2,TCF23
TIGD3,TCF24
TIGD4,TFDP3
TIGD5,TFF3
TIGD6,THOC2
TIGD7,TIA1
TIMM44,TIGD2
TIMM8A,TIGD3
TMSB4XP8,TIGD4
TOB2,TIGD5
TPI1,TIGD6
TPPP,TIGD7
TRIB1,TIMM44
TRIB2,TIMM8A
TRIB3,TMSB4XP8
TRIM21,TOB2
TRIM69,TPI1
TRIP10,TPPP
TRMO,TRIB1
TROVE2,TRIB2
TSN,TRIB3
U2AF1,TRIM21
UBB,TRIM69
UBE2V1,TRIP10
UBTF,TRMO
UBXN1,TROVE2
UGP2,TSN
UQCRB,U2AF1
USP39,UBB
UTP18,UBE2V1
VAMP3,UBTF
WDR83,UBXN1
WISP2,UGP2
XG,UQCRB
XRCC1,USP39
YWHAE,UTP18
YWHAZ,VAMP3
ZC3H7A,WDR83
ZCCHC14,WISP2
ZCCHC17,XG
ZDHHC15,XRCC1
ZDHHC24,YWHAE
ZDHHC5,YWHAZ
ZHX2,ZC3H7A
ZMAT2,ZCCHC14
ZMAT4,ZCCHC17
ZNF286B,ZDHHC15
ZNF355P,ZDHHC24
ZNF542P,ZDHHC5
ZNF598,ZHX2
ZNF658B,ZMAT2
ZNF702P,ZMAT4
ZNF705CP,ZNF286B
ZNF717,ZNF355P
ZNF720,ZNF542P
ZNF788,ZNF598
ZNF806,ZNF658B
ZNF826P,ZNF702P
ZNF827,ZNF705CP
ZNF831,ZNF717
ZRSR2,ZNF720
ZSWIM1,ZNF788
,ZNF806
,ZNF826P
,ZNF827
,ZNF831
,ZRSR2
,ZSWIM1
